Id,AOL,Division,Estrato,Slaboral
1500,Satisfecho,NEGOCIOS,2,Activo
1501,Satisfecho,NEGOCIOS,4,Activo
1502,Satisfecho,AD,5,Activo
1503,Satisfecho,AD,1,Activo
1504,Satisfecho,OTRAS,5,Inactivo
1505,Satisfecho,NEGOCIOS,3,Inactivo
1506,Satisfecho,OTRAS,3,Activo
1507,Satisfecho,AD,4,Activo
1508,Satisfecho,AD,5,Activo
1509,Satisfecho,AD,3,Activo
1510,Satisfecho,AD,5,Activo
1511,Satisfecho,SALUD,3,Activo
1512,Satisfecho,HUMANIDADES,4,Inactivo
1513,Satisfecho,AD,4,Activo
1514,Satisfecho,NEGOCIOS,4,Inactivo
1515,Satisfecho,SALUD,2,Activo
1516,Satisfecho,AD,3,Activo
1517,Satisfecho,AD,4,Activo
1518,Satisfecho,NEGOCIOS,3,Activo
1519,Satisfecho,NEGOCIOS,3,Activo
1520,Satisfecho,NEGOCIOS,2,Inactivo
1521,Satisfecho,AD,2,Activo
1522,Satisfecho,AD,4,Activo
1523,Satisfecho,OTRAS,3,Activo
1524,Satisfecho,DCPRI,3,Activo
1525,Satisfecho,INGENIERÍA,2,Activo
1526,Satisfecho,HUMANIDADES,4,Activo
1527,Satisfecho,OTRAS,4,Activo
1528,Satisfecho,HUMANIDADES,2,Activo
1529,Satisfecho,HUMANIDADES,2,Inactivo
1530,Satisfecho,OTRAS,4,Activo
1531,Satisfecho,HUMANIDADES,3,Inactivo
1532,Satisfecho,DCPRI,6,Inactivo
1533,Satisfecho,DCPRI,2,Activo
1534,Satisfecho,DCPRI,3,Activo
1535,Satisfecho,DCPRI,2,Activo
1536,Satisfecho,OTRAS,4,Inactivo
1537,Satisfecho,DCPRI,3,Activo
1538,Satisfecho,DCPRI,6,Activo
1539,Satisfecho,DCPRI,1,Activo
1540,Satisfecho,DCPRI,3,Activo
1541,Satisfecho,DCPRI,2,Inactivo
1542,Satisfecho,DCPRI,6,Activo
1543,Satisfecho,DCPRI,5,Activo
1544,Satisfecho,OTRAS,3,Activo
1545,Satisfecho,OTRAS,2,Activo
1546,Satisfecho,INGENIERÍA,4,Activo
1547,Satisfecho,INGENIERÍA,4,Activo
1548,Satisfecho,INGENIERÍA,4,Activo
1549,Satisfecho,INGENIERÍA,4,Activo
1550,Satisfecho,INGENIERÍA,5,Activo
1551,Satisfecho,INGENIERÍA,3,Activo
1552,Satisfecho,INGENIERÍA,3,Activo
1553,Satisfecho,INGENIERÍA,4,Inactivo
1554,Satisfecho,HUMANIDADES,6,Activo
1555,Satisfecho,INGENIERÍA,3,Activo
1556,Satisfecho,INGENIERÍA,3,Inactivo
1557,Satisfecho,HUMANIDADES,6,Activo
1558,Satisfecho,HUMANIDADES,3,Activo
1559,Satisfecho,INGENIERÍA,3,Inactivo
1560,Satisfecho,INGENIERÍA,1,Activo
1561,Satisfecho,INGENIERÍA,4,Activo
1562,Satisfecho,INGENIERÍA,3,Activo
1563,Satisfecho,INGENIERÍA,1,Activo
1564,Satisfecho,NEGOCIOS,3,Activo
1565,Satisfecho,SALUD,2,Activo
1566,Satisfecho,INGENIERÍA,4,Activo
1567,Satisfecho,INGENIERÍA,4,Activo
1568,Satisfecho,INGENIERÍA,1,Activo
1569,Satisfecho,INGENIERÍA,2,Activo
1570,Satisfecho,HUMANIDADES,3,Activo
1571,Satisfecho,HUMANIDADES,3,Inactivo
1572,Satisfecho,HUMANIDADES,1,Activo
1573,Satisfecho,HUMANIDADES,3,Activo
1574,Satisfecho,HUMANIDADES,2,Activo
1575,Satisfecho,INGENIERÍA,3,Activo
1576,Satisfecho,INGENIERÍA,1,Activo
1577,Satisfecho,HUMANIDADES,1,Inactivo
1578,Satisfecho,INGENIERÍA,4,Inactivo
1579,Satisfecho,HUMANIDADES,2,Activo
1580,Satisfecho,HUMANIDADES,4,Activo
1581,Satisfecho,HUMANIDADES,5,Activo
1582,Satisfecho,DCPRI,4,Activo
1583,Satisfecho,HUMANIDADES,4,Activo
1584,Satisfecho,OTRAS,2,Inactivo
1585,Satisfecho,INGENIERÍA,4,Inactivo
1586,Satisfecho,HUMANIDADES,1,Inactivo
1587,Satisfecho,HUMANIDADES,4,Inactivo
1588,Satisfecho,INGENIERÍA,6,Inactivo
1589,Satisfecho,HUMANIDADES,5,Activo
1590,Satisfecho,INGENIERÍA,3,Activo
1591,Satisfecho,HUMANIDADES,3,Activo
1592,Satisfecho,HUMANIDADES,3,Inactivo
1593,Satisfecho,HUMANIDADES,1,Inactivo
1594,Satisfecho,HUMANIDADES,1,Activo
1595,Satisfecho,HUMANIDADES,5,Inactivo
1596,Satisfecho,INGENIERÍA,1,Activo
1597,Satisfecho,HUMANIDADES,5,Activo
1598,Satisfecho,INGENIERÍA,2,Activo
1599,Satisfecho,HUMANIDADES,3,Activo
1600,Satisfecho,HUMANIDADES,4,Activo
1601,Satisfecho,HUMANIDADES,6,Inactivo
1602,Satisfecho,HUMANIDADES,2,Activo
1603,Satisfecho,HUMANIDADES,5,Activo
1604,Satisfecho,INGENIERÍA,3,Activo
1605,Satisfecho,INGENIERÍA,6,Activo
1606,Satisfecho,INGENIERÍA,2,Activo
1607,Satisfecho,INGENIERÍA,2,Activo
1608,Satisfecho,INGENIERÍA,5,Activo
1609,Satisfecho,INGENIERÍA,4,Activo
1610,Satisfecho,INGENIERÍA,3,Activo
1611,Satisfecho,INGENIERÍA,3,Activo
1612,Satisfecho,INGENIERÍA,2,Activo
1613,Satisfecho,INGENIERÍA,3,Activo
1614,Satisfecho,HUMANIDADES,4,Activo
1615,Satisfecho,HUMANIDADES,5,Activo
1616,Satisfecho,INGENIERÍA,2,Activo
1617,Satisfecho,HUMANIDADES,3,Activo
1618,Satisfecho,HUMANIDADES,2,Inactivo
1619,Satisfecho,DCPRI,4,Activo
1620,Satisfecho,DCPRI,3,Activo
1621,Satisfecho,INGENIERÍA,5,Inactivo
1622,Satisfecho,INGENIERÍA,4,Activo
1623,Satisfecho,INGENIERÍA,3,Inactivo
1624,Satisfecho,INGENIERÍA,3,Inactivo
1625,Satisfecho,INGENIERÍA,6,Activo
1626,Satisfecho,HUMANIDADES,2,Activo
1627,Satisfecho,HUMANIDADES,1,Activo
1628,Satisfecho,NEGOCIOS,4,Activo
1629,Satisfecho,HUMANIDADES,3,Inactivo
1630,Satisfecho,HUMANIDADES,5,Activo
1631,Satisfecho,HUMANIDADES,2,Inactivo
1632,Satisfecho,INGENIERÍA,3,Inactivo
1633,Satisfecho,INGENIERÍA,2,Activo
1634,Satisfecho,INGENIERÍA,3,Inactivo
1635,Satisfecho,INGENIERÍA,1,Activo
1636,Satisfecho,INGENIERÍA,4,Activo
1637,Satisfecho,INGENIERÍA,4,Inactivo
1638,Satisfecho,INGENIERÍA,3,Activo
1639,Satisfecho,INGENIERÍA,3,Activo
1640,Satisfecho,INGENIERÍA,2,Activo
1641,Satisfecho,INGENIERÍA,4,Activo
1642,Satisfecho,INGENIERÍA,6,Activo
1643,Satisfecho,INGENIERÍA,5,Activo
1644,Satisfecho,INGENIERÍA,1,Activo
1645,Satisfecho,INGENIERÍA,2,Activo
1646,Satisfecho,INGENIERÍA,3,Inactivo
1647,Satisfecho,INGENIERÍA,1,Activo
1648,Satisfecho,INGENIERÍA,3,Activo
1649,Satisfecho,NEGOCIOS,3,Activo
1650,Satisfecho,INGENIERÍA,3,Activo
1651,Satisfecho,NEGOCIOS,1,Activo
1652,Satisfecho,NEGOCIOS,4,Activo
1653,Satisfecho,NEGOCIOS,4,Activo
1654,Satisfecho,SALUD,6,Inactivo
1655,Satisfecho,NEGOCIOS,3,Inactivo
1656,Satisfecho,NEGOCIOS,4,Activo
1657,Satisfecho,NEGOCIOS,4,Activo
1658,Satisfecho,INGENIERÍA,2,Inactivo
1659,Satisfecho,NEGOCIOS,3,Activo
1660,Satisfecho,HUMANIDADES,2,Inactivo
1661,Satisfecho,DCPRI,2,Activo
1662,Satisfecho,NEGOCIOS,3,Activo
1663,Satisfecho,NEGOCIOS,3,Inactivo
1664,Satisfecho,NEGOCIOS,3,Activo
1665,Satisfecho,OTRAS,3,Activo
1666,Satisfecho,NEGOCIOS,3,Activo
1667,Satisfecho,NEGOCIOS,5,Activo
1668,Satisfecho,NEGOCIOS,3,Activo
1669,Satisfecho,OTRAS,4,Activo
1670,Satisfecho,NEGOCIOS,5,Activo
1671,Satisfecho,NEGOCIOS,4,Activo
1672,Satisfecho,HUMANIDADES,5,Activo
1673,Satisfecho,NEGOCIOS,1,Activo
1674,Satisfecho,NEGOCIOS,6,Inactivo
1675,Satisfecho,INGENIERÍA,1,Inactivo
1676,Satisfecho,SALUD,5,Inactivo
1677,Satisfecho,HUMANIDADES,2,Inactivo
1678,Satisfecho,INGENIERÍA,2,Activo
1679,Satisfecho,INGENIERÍA,4,Inactivo
1680,Satisfecho,HUMANIDADES,6,Activo
1681,Satisfecho,AD,6,Activo
1682,Satisfecho,HUMANIDADES,2,Activo
1683,Satisfecho,DCPRI,3,Activo
1684,Satisfecho,SALUD,5,Activo
1685,Satisfecho,NEGOCIOS,6,Inactivo
1686,Satisfecho,AD,3,Activo
1687,Satisfecho,DCPRI,3,Activo
1688,Satisfecho,OTRAS,3,Activo
1689,Satisfecho,HUMANIDADES,5,Activo
1690,Satisfecho,NEGOCIOS,3,Activo
1691,Satisfecho,INGENIERÍA,3,Inactivo
1692,Satisfecho,INGENIERÍA,3,Inactivo
1693,Satisfecho,INGENIERÍA,2,Inactivo
1694,Satisfecho,HUMANIDADES,1,Inactivo
1695,Satisfecho,OTRAS,5,Activo
1696,Satisfecho,SALUD,3,Activo
1697,Satisfecho,AD,4,Activo
1698,Satisfecho,HUMANIDADES,1,Activo
1699,Satisfecho,OTRAS,2,Activo
1700,Satisfecho,HUMANIDADES,2,Activo
1701,Satisfecho,SALUD,2,Activo
1702,Satisfecho,OTRAS,4,Inactivo
1703,Satisfecho,HUMANIDADES,6,Inactivo
1704,Satisfecho,AD,6,Activo
1705,Satisfecho,HUMANIDADES,6,Activo
1706,Satisfecho,INGENIERÍA,4,Inactivo
1707,Satisfecho,OTRAS,4,Inactivo
1708,Insatisfecho,DCPRI,4,Activo
1709,Insatisfecho,INGENIERÍA,1,Activo
1710,Insatisfecho,OTRAS,2,Activo
1711,Insatisfecho,NEGOCIOS,2,Activo
1712,Insatisfecho,NEGOCIOS,4,Activo
1713,Insatisfecho,DCPRI,2,Activo
1714,Insatisfecho,OTRAS,1,Activo
1715,Insatisfecho,AD,2,Inactivo
1716,Insatisfecho,INGENIERÍA,3,Inactivo
1717,Insatisfecho,NEGOCIOS,4,Activo
1718,Insatisfecho,NEGOCIOS,5,Activo
1719,Insatisfecho,DCPRI,6,Activo
1720,Insatisfecho,DCPRI,4,Inactivo
1721,Insatisfecho,DCPRI,4,Activo
1722,Insatisfecho,DCPRI,5,Activo
1723,Insatisfecho,DCPRI,1,Inactivo
1724,Insatisfecho,INGENIERÍA,6,Inactivo
1725,Insatisfecho,NEGOCIOS,1,Activo
1726,Insatisfecho,HUMANIDADES,1,Inactivo
1727,Insatisfecho,INGENIERÍA,2,Inactivo
1728,Insatisfecho,DCPRI,5,Activo
1729,Insatisfecho,DCPRI,5,Activo
1730,Insatisfecho,SALUD,2,Inactivo
1731,Insatisfecho,NEGOCIOS,1,Inactivo
1732,Insatisfecho,HUMANIDADES,4,Activo
1733,Insatisfecho,SALUD,4,Activo
1734,Insatisfecho,OTRAS,3,Inactivo
1735,Insatisfecho,HUMANIDADES,2,Activo
1736,Insatisfecho,INGENIERÍA,5,Activo
1737,Insatisfecho,INGENIERÍA,4,Activo
1738,Insatisfecho,INGENIERÍA,4,Activo
1739,Insatisfecho,AD,3,Activo
1740,Insatisfecho,DCPRI,2,Activo
1741,Insatisfecho,DCPRI,4,Inactivo
1742,Insatisfecho,INGENIERÍA,3,Activo
1743,Insatisfecho,INGENIERÍA,3,Activo
1744,Insatisfecho,HUMANIDADES,3,Activo
1745,Insatisfecho,HUMANIDADES,5,Activo
1746,Insatisfecho,HUMANIDADES,3,Activo
1747,Insatisfecho,INGENIERÍA,3,Activo
1748,Insatisfecho,SALUD,4,Activo
1749,Insatisfecho,SALUD,1,Activo
1750,Insatisfecho,SALUD,2,Activo
1751,Insatisfecho,HUMANIDADES,3,Activo
1752,Insatisfecho,SALUD,4,Activo
1753,Insatisfecho,SALUD,2,Activo
1754,Insatisfecho,SALUD,3,Activo
1755,Insatisfecho,AD,6,Activo
1756,Insatisfecho,AD,4,Activo
1757,Insatisfecho,AD,2,Activo
1758,Insatisfecho,NEGOCIOS,3,Inactivo
1759,Insatisfecho,INGENIERÍA,4,Activo
1760,Insatisfecho,INGENIERÍA,2,Activo
1761,Insatisfecho,INGENIERÍA,3,Activo
1762,Insatisfecho,OTRAS,1,Activo
1763,Insatisfecho,OTRAS,3,Activo
1764,Insatisfecho,HUMANIDADES,1,Activo
1765,Insatisfecho,OTRAS,3,Activo
1766,Insatisfecho,OTRAS,2,Inactivo
1767,Insatisfecho,NEGOCIOS,5,Activo
1768,Insatisfecho,AD,3,Activo
1769,Insatisfecho,HUMANIDADES,3,Activo
1770,Insatisfecho,AD,3,Inactivo
1771,Insatisfecho,HUMANIDADES,4,Inactivo
1772,Insatisfecho,INGENIERÍA,3,Activo
1773,Insatisfecho,HUMANIDADES,4,Activo
1774,Insatisfecho,HUMANIDADES,6,Activo
1775,Insatisfecho,HUMANIDADES,4,Activo
1776,Insatisfecho,HUMANIDADES,3,Activo
1777,Insatisfecho,NEGOCIOS,4,Inactivo
1778,Insatisfecho,NEGOCIOS,6,Activo
1779,Insatisfecho,AD,2,Activo
1780,Insatisfecho,OTRAS,2,Activo
1781,Insatisfecho,INGENIERÍA,2,Activo
1782,Insatisfecho,OTRAS,4,Inactivo
1783,Insatisfecho,OTRAS,3,Activo
1784,Insatisfecho,OTRAS,2,Activo
1785,Insatisfecho,OTRAS,3,Activo
1786,Insatisfecho,OTRAS,4,Activo
1787,Insatisfecho,OTRAS,2,Activo
1788,Insatisfecho,OTRAS,4,Activo
1789,Insatisfecho,OTRAS,2,Activo
1790,Insatisfecho,AD,2,Activo
1791,Insatisfecho,NEGOCIOS,2,Activo
1792,Insatisfecho,INGENIERÍA,4,Activo
1793,Insatisfecho,OTRAS,2,Activo
1794,Insatisfecho,DCPRI,3,Activo
1795,Insatisfecho,OTRAS,3,Activo
1796,Insatisfecho,SALUD,3,Activo
1797,Insatisfecho,DCPRI,5,Activo
1798,Insatisfecho,OTRAS,4,Activo
1799,Insatisfecho,DCPRI,4,Inactivo
1800,Insatisfecho,AD,5,Activo
1801,Insatisfecho,NEGOCIOS,3,Activo
1802,Insatisfecho,INGENIERÍA,4,Activo
1803,Insatisfecho,DCPRI,6,Activo
1804,Insatisfecho,NEGOCIOS,2,Activo
1805,Insatisfecho,NEGOCIOS,1,Activo
1806,Insatisfecho,INGENIERÍA,3,Activo
1807,Insatisfecho,NEGOCIOS,6,Activo
1808,Insatisfecho,OTRAS,3,Activo
1809,Insatisfecho,DCPRI,1,Inactivo
1810,Insatisfecho,NEGOCIOS,2,Activo
1811,Insatisfecho,OTRAS,2,Activo
1812,Insatisfecho,DCPRI,4,Activo
1813,Insatisfecho,INGENIERÍA,6,Inactivo
1814,Insatisfecho,SALUD,3,Inactivo
1815,Insatisfecho,HUMANIDADES,3,Activo
1816,Insatisfecho,INGENIERÍA,3,Activo
1817,Insatisfecho,AD,3,Inactivo
1818,Insatisfecho,INGENIERÍA,2,Activo
1819,Insatisfecho,AD,3,Activo
1820,Insatisfecho,AD,4,Activo
1821,Insatisfecho,OTRAS,1,Activo
1822,Insatisfecho,DCPRI,4,Activo
1823,Insatisfecho,NEGOCIOS,5,Activo
1824,Insatisfecho,DCPRI,3,Inactivo
1825,Insatisfecho,DCPRI,3,Inactivo
1826,Insatisfecho,DCPRI,4,Inactivo
1827,Insatisfecho,DCPRI,2,Activo
1828,Insatisfecho,DCPRI,4,Activo
1829,Insatisfecho,DCPRI,4,Activo
1830,Insatisfecho,DCPRI,4,Activo
1831,Insatisfecho,DCPRI,2,Activo
1832,Insatisfecho,DCPRI,1,Activo
1833,Insatisfecho,DCPRI,5,Activo
1834,Insatisfecho,DCPRI,4,Activo
1835,Insatisfecho,DCPRI,3,Activo
1836,Insatisfecho,AD,2,Activo
1837,Insatisfecho,HUMANIDADES,3,Activo
1838,Insatisfecho,NEGOCIOS,4,Activo
1839,Insatisfecho,AD,6,Activo
1840,Insatisfecho,NEGOCIOS,5,Inactivo
1841,Insatisfecho,INGENIERÍA,4,Activo
1842,Insatisfecho,NEGOCIOS,5,Activo
1843,Insatisfecho,NEGOCIOS,3,Activo
1844,Insatisfecho,NEGOCIOS,6,Inactivo
1845,Insatisfecho,NEGOCIOS,6,Activo
1846,Insatisfecho,NEGOCIOS,5,Activo
1847,Insatisfecho,AD,3,Activo
1848,Insatisfecho,AD,3,Activo
1849,Insatisfecho,AD,3,Activo
1850,Insatisfecho,OTRAS,5,Activo
1851,Insatisfecho,AD,1,Activo
1852,Insatisfecho,AD,4,Inactivo
1853,Insatisfecho,AD,4,Activo
1854,Insatisfecho,AD,4,Activo
1855,Insatisfecho,INGENIERÍA,4,Activo
1856,Insatisfecho,AD,5,Activo
1857,Insatisfecho,NEGOCIOS,1,Inactivo
1858,Insatisfecho,AD,2,Activo
1859,Insatisfecho,AD,3,Activo
1860,Insatisfecho,AD,5,Activo
1861,Insatisfecho,NEGOCIOS,3,Activo
1862,Insatisfecho,AD,6,Activo
1863,Insatisfecho,HUMANIDADES,3,Activo
1864,Insatisfecho,SALUD,1,Inactivo
1865,Insatisfecho,INGENIERÍA,3,Activo
1866,Insatisfecho,OTRAS,3,Inactivo
1867,Insatisfecho,OTRAS,4,Inactivo
1868,Insatisfecho,INGENIERÍA,4,Activo
1869,Insatisfecho,INGENIERÍA,3,Activo
1870,Insatisfecho,HUMANIDADES,3,Activo
1871,Insatisfecho,DCPRI,3,Activo
1872,Insatisfecho,DCPRI,4,Activo
1873,Insatisfecho,DCPRI,3,Activo
1874,Insatisfecho,DCPRI,6,Activo
1875,Insatisfecho,OTRAS,1,Inactivo
1876,Insatisfecho,OTRAS,1,Inactivo
1877,Insatisfecho,OTRAS,1,Activo
1878,Insatisfecho,INGENIERÍA,6,Inactivo
1879,Insatisfecho,INGENIERÍA,1,Inactivo
1880,Insatisfecho,INGENIERÍA,3,Activo
1881,Insatisfecho,INGENIERÍA,2,Activo
1882,Insatisfecho,INGENIERÍA,2,Inactivo
1883,Insatisfecho,HUMANIDADES,4,Activo
1884,Insatisfecho,HUMANIDADES,4,Inactivo
1885,Insatisfecho,INGENIERÍA,2,Activo
1886,Insatisfecho,HUMANIDADES,2,Inactivo
1887,Insatisfecho,HUMANIDADES,2,Activo
1888,Insatisfecho,HUMANIDADES,3,Activo
1889,Insatisfecho,HUMANIDADES,3,Inactivo
1890,Insatisfecho,INGENIERÍA,1,Inactivo
1891,Insatisfecho,HUMANIDADES,1,Activo
1892,Insatisfecho,HUMANIDADES,2,Activo
1893,Insatisfecho,HUMANIDADES,4,Activo
1894,Insatisfecho,HUMANIDADES,4,Activo
1895,Insatisfecho,INGENIERÍA,5,Activo
1896,Insatisfecho,INGENIERÍA,4,Inactivo
1897,Insatisfecho,HUMANIDADES,3,Activo
1898,Insatisfecho,HUMANIDADES,1,Inactivo
1899,Insatisfecho,HUMANIDADES,3,Activo
1900,Insatisfecho,HUMANIDADES,4,Activo
1901,Insatisfecho,HUMANIDADES,2,Inactivo
1902,Insatisfecho,HUMANIDADES,1,Activo
1903,Insatisfecho,HUMANIDADES,4,Activo
1904,Insatisfecho,HUMANIDADES,5,Inactivo
1905,Insatisfecho,INGENIERÍA,4,Activo
1906,Insatisfecho,INGENIERÍA,5,Activo
1907,Insatisfecho,INGENIERÍA,3,Activo
1908,Insatisfecho,NEGOCIOS,5,Activo
1909,Insatisfecho,NEGOCIOS,5,Activo
1910,Insatisfecho,NEGOCIOS,4,Activo
1911,Insatisfecho,DCPRI,5,Activo
1912,Insatisfecho,NEGOCIOS,6,Activo
1913,Insatisfecho,NEGOCIOS,5,Activo
1914,Insatisfecho,NEGOCIOS,3,Activo
1915,Insatisfecho,NEGOCIOS,6,Activo
1916,Insatisfecho,DCPRI,1,Activo
1917,Insatisfecho,NEGOCIOS,4,Inactivo
1918,Insatisfecho,OTRAS,2,Activo
1919,Insatisfecho,INGENIERÍA,3,Activo
1920,Insatisfecho,AD,4,Activo
1921,Insatisfecho,SALUD,3,Activo
1922,Insatisfecho,HUMANIDADES,4,Activo
1923,Insatisfecho,INGENIERÍA,6,Activo
1924,Insatisfecho,AD,5,Activo
1925,Insatisfecho,OTRAS,2,Activo
